DCCODE,OrderDate,DeliveryDate,,StoreCode,StoreName,STO,STOLine,Article,ArticleName,CLD,CLDEA,IN,INEA,EA,,,EAN,Route,Stop,Priority,StorageCondition,Wave
9899,20220328,20220329,1,2519,MY STORE 001,29298960,180,207480,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,181,207481,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,182,207482,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,183,207483,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,184,207484,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,185,207485,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,186,207486,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,187,207487,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,188,207488,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,189,207489,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,190,207490,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,191,207491,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,192,207492,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,193,207493,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,194,207494,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,195,207495,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,196,207496,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,197,207497,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,198,207498,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298960,199,207499,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,200,207500,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,201,207501,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,202,207502,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,203,207503,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,204,207504,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,205,207505,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,206,207506,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,207,207507,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,208,207508,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,209,207509,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,210,207510,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,211,207511,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,212,207512,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,213,207513,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,214,207514,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,215,207515,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,216,207516,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,217,207517,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,218,207518,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,219,207519,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,220,207520,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,221,207521,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,222,207522,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,223,207523,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,224,207524,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,225,207525,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,226,207526,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,227,207527,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,228,207528,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,229,207529,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,230,207530,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,231,207531,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,232,207532,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,233,207533,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,234,207534,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,235,207535,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,236,207536,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,237,207537,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,238,207538,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,239,207539,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,240,207540,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,241,207541,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,242,207542,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,243,207543,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,244,207544,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,245,207545,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,246,207546,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,247,207547,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,248,207548,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,249,207549,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,250,207550,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,251,207551,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,252,207552,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,253,207553,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,254,207554,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,255,207555,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,256,207556,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,257,207557,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,258,207558,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,259,207559,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,260,207560,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,261,207561,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,262,207562,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PFT,20220414
9899,20220328,20220329,1,2519,MY STORE 001,29298961,263,207563,Article Description,1,8,2,4,0,0,0,9.52564E+11,R1,1001,P1,PMC,20220414
